##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	10_2G_both_S8_L008_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	81477069
Total Bases	8.2 Gbp
Sequences flagged as poor quality	0
Sequence length	101
%GC	48
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1201	80-81	0.08342470206574859
1201	82-83	0.05979567156676069
1201	84-85	0.04078080767018122
1201	86-87	0.1160341826895177
1201	88-89	0.22892847150475149
1201	90-91	0.13225091736339323
1201	92-93	0.14501811408063503
1201	94-95	0.1786153946502722
1201	96-97	0.22007658783692108
1201	98-99	0.41621193469497797
1201	100-101	0.2809846309352224
1202	1	-0.12109102702010333
1202	2	-0.16420004245854614
1202	3	-0.16082471444697433
1202	4	-0.15933997380188458
1202	5	0.013635019517195701
1202	6	-0.09388829363273743
1202	7	-0.11563766875961079
1202	8	-0.06063121409702177
1202	9	-0.010890402380169917
1202	10-11	-0.022844286084641396
1202	12-13	-0.013316556446717698
1202	14-15	-0.011357365895356963
1202	16-17	0.018134497321419474
1202	18-19	-0.02205761953097607
1202	20-21	-0.03673778824582996
1202	22-23	-0.013096179074743475
1202	24-25	0.012644307298785407
1202	26-27	-0.01802033978765394
1202	28-29	-0.007843402320290238
1202	30-31	-0.0016302859481456267
1202	32-33	-0.023809651576449653
1202	34-35	-0.020359252403771677
1202	36-37	-0.010405954754254765
1202	38-39	0.001986665783171304
1202	40-41	-0.018395387362929227
1202	42-43	0.010594754157970954
1202	44-45	0.03657763021600857
1202	46-47	-0.0024130902625003614
1202	48-49	-0.014371245609119399
1202	50-51	-0.007039254166492981
1202	52-53	0.014592541784558932
1202	54-55	0.005683763346844728
1202	56-57	-0.004404888672809193
1202	58-59	-0.025021847246179618
1202	60-61	-0.04784659342423936
1202	62-63	-0.02105982185607047
1202	64-65	-0.01252806391698158
1202	66-67	0.009581137593066558
1202	68-69	0.011201880037106093
1202	70-71	0.055550323923462486
1202	72-73	0.031324196624744616
1202	74-75	0.034347776541295616
1202	76-77	0.03832620177753654
1202	78-79	0.06508199518790292
1202	80-81	0.11293840655384457
1202	82-83	0.06891882866328558
1202	84-85	0.11969964004907041
1202	86-87	0.15575892784957546
1202	88-89	0.24185950881454232
1202	90-91	0.17585233251269727
1202	92-93	0.15517932554657676
1202	94-95	0.1704942583018223
1202	96-97	0.24313978522328483
1202	98-99	0.4623252498253123
1202	100-101	0.3387481365387046
1203	1	-0.14510986637239753
1203	2	-0.16757383539587423
1203	3	-0.18862310093098955
1203	4	-0.16369054995577415
1203	5	0.032513016721196664
1203	6	-0.09774671153399339
1203	7	-0.0809739164745551
1203	8	-0.02547879010245424
1203	9	-0.003910321911540393
1203	10-11	-0.020152609110851927
1203	12-13	-0.0012095384778376683
1203	14-15	-0.01049382662615983
1203	16-17	0.04533214291276266
1203	18-19	0.007703361554774801
1203	20-21	-0.034659193983777925
1203	22-23	-0.007876542410890863
1203	24-25	0.0036193813693330412
1203	26-27	-0.02689130894214742
1203	28-29	-0.027748126829330033
1203	30-31	0.008596629874837447
1203	32-33	-0.018662366344791792
1203	34-35	-0.03533143948373407
1203	36-37	-0.027157463405167448
1203	38-39	-0.012488679087134358
1203	40-41	-0.016592091844316315
1203	42-43	-0.031668887512012134
1203	44-45	0.01608569196741172
1203	46-47	-0.0030647189809656084
1203	48-49	-0.016613860660818602
1203	50-51	0.004668233744304473
1203	52-53	0.016501473217829243
1203	54-55	-0.0027669248535815427
1203	56-57	-0.0349434911829789
1203	58-59	-0.043924468444096476
1203	60-61	-0.04097526244840566
1203	62-63	-0.03404576276730609
1203	64-65	-0.005128631131796624
1203	66-67	-0.037359613340370856
1203	68-69	-0.009815620234988387
1203	70-71	0.05013710408745453
1203	72-73	0.03179042777098573
1203	74-75	0.02972683474763471
1203	76-77	-0.023362723197848823
1203	78-79	0.030444681137375085
1203	80-81	0.08248881810182951
1203	82-83	0.08815724896118127
1203	84-85	0.09466334919702035
1203	86-87	0.10721369513936452
1203	88-89	0.2270725615139213
1203	90-91	0.17454017450045
1203	92-93	0.1534246898787046
1203	94-95	0.16098504866385355
1203	96-97	0.25252607043404396
1203	98-99	0.4334947401238125
1203	100-101	0.2823489429947088
1204	1	-0.14051508439656502
1204	2	-0.12061345087022701
1204	3	-0.1386211713159895
1204	4	-0.12010890065633362
1204	5	0.032235053663690394
1204	6	-0.04267006238576698
1204	7	-0.09949909662761769
1204	8	-0.014057508675996644
1204	9	-0.07997378836535773
1204	10-11	-0.030178669607373365
1204	12-13	-0.03363285602803501
1204	14-15	-0.011275262540387132
1204	16-17	0.055137439787543485
1204	18-19	-0.015473209493300999
1204	20-21	-0.05321838770526455
1204	22-23	-0.04263757024035186
1204	24-25	-0.014276007438056126
1204	26-27	-0.042098067236231884
1204	28-29	-0.01456679543887418
1204	30-31	0.004994539601803183
1204	32-33	-0.031100858811356602
1204	34-35	-0.0280829040586994
1204	36-37	-0.0326275631155184
1204	38-39	-0.029448115033929412
1204	40-41	-0.04771700269930079
1204	42-43	-0.028459732330297527
1204	44-45	0.0014715332611672238
1204	46-47	-0.0016183210402829218
1204	48-49	-0.01554696320707194
1204	50-51	-0.012939962310881015
1204	52-53	-0.01951427949486373
1204	54-55	-0.021273755840773845
1204	56-57	-0.010300390221694045
1204	58-59	-0.0375846414419172
1204	60-61	-0.05268739839281977
1204	62-63	-0.05406781994589949
1204	64-65	-0.05093096382901763
1204	66-67	-0.02271313850776835
1204	68-69	-0.00248250866823696
1204	70-71	0.027777734841357926
1204	72-73	-0.003422463922099439
1204	74-75	-0.010063050253691586
1204	76-77	-0.03630426169818435
1204	78-79	0.02584319100555632
1204	80-81	0.10092025245511138
1204	82-83	0.0833986898569492
1204	84-85	0.09234692565746627
1204	86-87	0.1291090449792165
1204	88-89	0.22727593467981677
1204	90-91	0.15907412876393323
1204	92-93	0.12869417932790128
1204	94-95	0.19920781987317326
1204	96-97	0.2173856195086259
1204	98-99	0.4316644815355133
1204	100-101	0.3181865599732774
1205	1	-0.13529368539737163
1205	2	-0.11223353276389147
1205	3	-0.11627147690234807
1205	4	-0.0913598857547342
1205	5	0.09236156436409004
1205	6	0.04328202770222589
1205	7	-0.02400410385511975
1205	8	0.01994048191089348
1205	9	-0.026944551523349958
1205	10-11	0.014776102073952302
1205	12-13	0.016586468507142627
1205	14-15	0.02009589349790275
1205	16-17	0.054372360172443734
1205	18-19	0.034888185166018104
1205	20-21	0.007784061776504814
1205	22-23	0.03779383086239818
1205	24-25	0.021262182561315512
1205	26-27	0.004340442935792055
1205	28-29	0.034791459169660754
1205	30-31	0.05796501118908992
1205	32-33	2.494974464539723E-4
1205	34-35	0.0017726455643867212
1205	36-37	-0.005834896352432395
1205	38-39	-0.017732275362170924
1205	40-41	0.0024886203667620066
1205	42-43	0.0021344911230656294
1205	44-45	0.054272964120272604
1205	46-47	0.011119674263071033
1205	48-49	-0.009034290114165344
1205	50-51	0.011163035915025432
1205	52-53	0.03734628172254162
1205	54-55	0.009667374034094678
1205	56-57	0.019534453433642796
1205	58-59	0.01785394826924147
1205	60-61	0.006620901567430337
1205	62-63	0.0015996348883078326
1205	64-65	-0.006524268213702555
1205	66-67	0.02232361161981089
1205	68-69	0.020394698043041615
1205	70-71	0.05812896602960649
1205	72-73	0.012606256305993213
1205	74-75	0.01688131622318423
1205	76-77	0.009214296072826755
1205	78-79	0.07079471412050253
1205	80-81	0.1317139707089865
1205	82-83	0.0921255979280815
1205	84-85	0.0997593175778988
1205	86-87	0.1612272570242368
1205	88-89	0.2267410768641227
1205	90-91	0.19669919167675687
1205	92-93	0.19778963502901803
1205	94-95	0.19357065017436526
1205	96-97	0.28520823272651086
1205	98-99	0.4734094927467467
1205	100-101	0.3855545272929035
1206	1	-0.10151883053957178
1206	2	-0.07559513953271946
1206	3	-0.13893565564433885
1206	4	-0.12332108625897575
1206	5	0.08802274967560209
1206	6	0.018907654574491062
1206	7	-0.060526806727573046
1206	8	-0.00857171626509512
1206	9	-0.022011048847240033
1206	10-11	-0.003992481812836957
1206	12-13	-0.02023082646645946
1206	14-15	0.00813686776474043
1206	16-17	0.06177042064104654
1206	18-19	0.006635650942293125
1206	20-21	-0.032219417513687176
1206	22-23	-0.0058391517745448596
1206	24-25	-0.006897155379846254
1206	26-27	-0.03787371306232501
1206	28-29	-0.007453377837698838
1206	30-31	-0.016001143758394676
1206	32-33	-0.06546113461411807
1206	34-35	-0.046061595694588675
1206	36-37	-0.02337068457102731
1206	38-39	-0.02122993010958396
1206	40-41	-0.03678077680966396
1206	42-43	-0.025492088769290433
1206	44-45	0.03791588447498384
1206	46-47	6.485368886046672E-4
1206	48-49	-5.110734340050271E-4
1206	50-51	-0.027552939537542898
1206	52-53	0.00781288419891979
1206	54-55	-0.005870398522390019
1206	56-57	0.00494546441066035
1206	58-59	-0.012448105398803477
1206	60-61	-0.041283616755450225
1206	62-63	-0.025694624630531848
1206	64-65	0.0019043287817126497
1206	66-67	1.9590853001005826E-4
1206	68-69	-0.008272981384308764
1206	70-71	0.04312186774937743
1206	72-73	0.037094238572755955
1206	74-75	0.028164119883214767
1206	76-77	0.001599630023939369
1206	78-79	0.053946273433126635
1206	80-81	0.1048813736184897
1206	82-83	0.035314229048594825
1206	84-85	0.07897576894861658
1206	86-87	0.13066422823644075
1206	88-89	0.23724228958163707
1206	90-91	0.1819702380544257
1206	92-93	0.15246279877649016
1206	94-95	0.14590545515676467
1206	96-97	0.20912762568465126
1206	98-99	0.46568568087105433
1206	100-101	0.31840450584763147
1207	1	-0.09566716658108732
1207	2	-0.11691583482512158
1207	3	-0.10560078335291934
1207	4	-0.0840218269809796
1207	5	-0.026632315634039117
1207	6	-0.08372802453120443
1207	7	-0.170279188324443
1207	8	-0.1772391324044591
1207	9	-0.03460670012159994
1207	10-11	-0.02269307659452835
1207	12-13	-0.017069044046920112
1207	14-15	-0.024114087854712807
1207	16-17	0.05573718459377375
1207	18-19	-0.018513387682880023
1207	20-21	-0.08230549594877345
1207	22-23	-0.05506507135199712
1207	24-25	-0.032025432984731594
1207	26-27	-0.04422519458146468
1207	28-29	-0.023155583888303966
1207	30-31	-0.03837304405120534
1207	32-33	-0.056523659119164904
1207	34-35	-0.04634358025352725
1207	36-37	-0.04976825560421361
1207	38-39	-0.042056093495219216
1207	40-41	-0.04764310546354977
1207	42-43	-0.06127772486889427
1207	44-45	0.03844943040435567
1207	46-47	-0.01525856221178401
1207	48-49	-0.018464564954406626
1207	50-51	-0.029914986372801877
1207	52-53	-0.004638249672602512
1207	54-55	-0.018697753687384022
1207	56-57	-0.029934277806340504
1207	58-59	-0.03786717472391388
1207	60-61	-0.04230465998083588
1207	62-63	-0.04017632408564964
1207	64-65	-0.002344068140210709
1207	66-67	-0.016235170945058996
1207	68-69	-0.032531297805704185
1207	70-71	0.006840546516890811
1207	72-73	-2.878974441813398E-4
1207	74-75	0.006608117028669369
1207	76-77	-0.05827673532836286
1207	78-79	0.04151797936007284
1207	80-81	0.08622939602896906
1207	82-83	0.08840693285735313
1207	84-85	0.1021063536966409
1207	86-87	0.14991953302306626
1207	88-89	0.273917648819598
1207	90-91	0.2009820566371019
1207	92-93	0.13152059194211319
1207	94-95	0.22217730484266696
1207	96-97	0.2654482342952278
1207	98-99	0.4710593801580032
1207	100-101	0.3410679730367292
1208	1	-0.11388815000492869
1208	2	-0.10124360775960284
1208	3	-0.23148563431340818
1208	4	-0.23570158420221787
1208	5	-0.13292554465852646
1208	6	-0.17009348405286318
1208	7	-0.23376436655463806
1208	8	-0.20187296020814927
1208	9	-0.056802639934126375
1208	10-11	-0.06536012325386054
1208	12-13	-0.04490481415250258
1208	14-15	-0.03706609391498006
1208	16-17	-0.0076394385601830095
1208	18-19	-0.03507071683346652
1208	20-21	-0.10402548542205636
1208	22-23	-0.09390093276331157
1208	24-25	-0.10231978662634589
1208	26-27	-0.12376204284880288
1208	28-29	-0.09395060441755732
1208	30-31	-0.04989466630740225
1208	32-33	-0.093388763797698
1208	34-35	-0.10188504256668551
1208	36-37	-0.11970580538699949
1208	38-39	-0.08584298373717303
1208	40-41	-0.1057112349877869
1208	42-43	-0.10006241630654955
1208	44-45	-0.04288955057413091
1208	46-47	-0.08231768168487008
1208	48-49	-0.13191663105880735
1208	50-51	-0.09909798067988618
1208	52-53	-0.06221731611899628
1208	54-55	-0.146546075495813
1208	56-57	-0.13318293784210766
1208	58-59	-0.11756362861381575
1208	60-61	-0.14714998755752617
1208	62-63	-0.10458516388513317
1208	64-65	-0.1035947201997729
1208	66-67	-0.11365431601174691
1208	68-69	-0.10756045819581317
1208	70-71	-0.11111522682656272
1208	72-73	-0.13661486488443586
1208	74-75	-0.08891903498973619
1208	76-77	-0.1358996903570926
1208	78-79	-0.04881453226090571
1208	80-81	-0.071627105111574
1208	82-83	-0.028088200668911156
1208	84-85	-0.01298160419047889
1208	86-87	0.021157410852325143
1208	88-89	0.09095103115870273
1208	90-91	0.05144402154571992
1208	92-93	0.09156759205890808
1208	94-95	0.1505475385692776
1208	96-97	0.14119902099355386
1208	98-99	0.3326515251769706
1208	100-101	0.21107884470794858
1209	1	-0.07567209218060711
1209	2	-0.1319678729331386
1209	3	-0.17118666241091063
1209	4	-0.11617227963157006
1209	5	-0.034247993779679575
1209	6	-0.22903674981007782
1209	7	-0.18892645614180026
1209	8	-0.2520851925990115
1209	9	-0.08971958961814153
1209	10-11	-0.10683266372664235
1209	12-13	-0.06949085481186756
1209	14-15	-0.04151514718953564
1209	16-17	-0.06643438945893365
1209	18-19	-0.08129514649219516
1209	20-21	-0.2353030655398527
1209	22-23	-0.12074673704221794
1209	24-25	-0.11883964725311102
1209	26-27	-0.10866381997617225
1209	28-29	-0.10968451840118831
1209	30-31	-0.17261945456213823
1209	32-33	-0.2087280851719342
1209	34-35	-0.1335084387766372
1209	36-37	-0.10549725105523322
1209	38-39	-0.12242260440047659
1209	40-41	-0.12047657126245781
1209	42-43	-0.06279194493101414
1209	44-45	-0.04581760975421645
1209	46-47	-0.11014033065780637
1209	48-49	-0.12642538718840513
1209	50-51	-0.1323279116849818
1209	52-53	-0.08245731081521512
1209	54-55	-0.12084691673420167
1209	56-57	-0.10350482237746661
1209	58-59	-0.14922888777088872
1209	60-61	-0.21437200164579906
1209	62-63	-0.1656291649026187
1209	64-65	-0.13602658032571213
1209	66-67	-0.13426296066693766
1209	68-69	-0.13432720900199513
1209	70-71	-0.026644310781435365
1209	72-73	-0.10879084780136594
1209	74-75	-0.11683102550679081
1209	76-77	-0.15170277746423722
1209	78-79	-0.07808927767056417
1209	80-81	0.022971359174405848
1209	82-83	-0.0444496123455167
1209	84-85	-0.027860010400502233
1209	86-87	-3.986242877331847E-4
1209	88-89	0.15374133070788787
1209	90-91	0.05785164263591014
1209	92-93	0.024984532593400388
1209	94-95	-0.013126806349880837
1209	96-97	0.03703179935646972
1209	98-99	0.3211520224178699
1209	100-101	0.24926555000264017
1210	1	-0.04479735761482573
1210	2	-0.11319367792820145
1210	3	-0.23397062453902606
1210	4	-0.18171640860155946
1210	5	-0.03400042410326165
1210	6	-0.09912943416868814
1210	7	-0.2775733780293521
1210	8	-0.2106176566933442
1210	9	-0.08313338635159795
1210	10-11	-0.12765516305631053
1210	12-13	-0.0820030389107913
1210	14-15	-0.058442105653448095
1210	16-17	-0.03243836987365256
1210	18-19	-0.11729100984987184
1210	20-21	-0.17129268865038227
1210	22-23	-0.1503679947238581
1210	24-25	-0.12054440410565803
1210	26-27	-0.18424217135221
1210	28-29	-0.16057204803896497
1210	30-31	-0.11716350658416275
1210	32-33	-0.14290155302938246
1210	34-35	-0.16298388090477545
1210	36-37	-0.142044186736193
1210	38-39	-0.08033183697136081
1210	40-41	-0.10861513280814705
1210	42-43	-0.11954832935247595
1210	44-45	-0.06543597681848468
1210	46-47	-0.10928090584748418
1210	48-49	-0.16458493312435252
1210	50-51	-0.10240990006521145
1210	52-53	-0.07068615903634878
1210	54-55	-0.1460736789067667
1210	56-57	-0.13834610324308727
1210	58-59	-0.10711641162045993
1210	60-61	-0.1657104319902487
1210	62-63	-0.22722804945897934
1210	64-65	-0.12387438148292773
1210	66-67	-0.1354036720017362
1210	68-69	-0.14980890540385872
1210	70-71	-0.1204939065755255
1210	72-73	-0.24668445800653416
1210	74-75	-0.20097469782150768
1210	76-77	-0.3533861955685751
1210	78-79	-0.13706745388859787
1210	80-81	-0.01615623709402314
1210	82-83	-0.08760068623017503
1210	84-85	-0.06927384553480209
1210	86-87	-0.04307705030991116
1210	88-89	0.1220972676632428
1210	90-91	0.06327700637786648
1210	92-93	0.03241531054890601
1210	94-95	-0.00830232782172402
1210	96-97	0.004082768913754364
1210	98-99	0.32343739019950135
1210	100-101	0.19324212300146115
1211	1	-0.06576214296971017
1211	2	-0.15325873858045824
1211	3	-0.18846487507497045
1211	4	-0.16192172133283123
1211	5	-0.06005094769135155
1211	6	-0.17242945992638425
1211	7	-0.2681086344859196
1211	8	-0.3254966664664565
1211	9	-0.1173348574039963
1211	10-11	-0.13568961924865874
1211	12-13	-0.07444333937208825
1211	14-15	-0.04329121745904985
1211	16-17	-0.05576335333136484
1211	18-19	-0.07679720582046201
1211	20-21	-0.152141160170558
1211	22-23	-0.09823410081245498
1211	24-25	-0.09864973998935511
1211	26-27	-0.14985670310814925
1211	28-29	-0.11345532012730075
1211	30-31	-0.095372636328932
1211	32-33	-0.12138372252689322
1211	34-35	-0.08990615557920734
1211	36-37	-0.07296152474586393
1211	38-39	-0.05245058969672556
1211	40-41	-0.07891206129991701
1211	42-43	-0.06535353684322587
1211	44-45	-0.036654731399977436
1211	46-47	-0.05271605882242625
1211	48-49	-0.09080103979386678
1211	50-51	-0.05074766267872377
1211	52-53	-0.040825949013679974
1211	54-55	-0.05498498850550959
1211	56-57	-0.07936878637531919
1211	58-59	-0.05771538875796267
1211	60-61	-0.10294972538028446
1211	62-63	-0.08543853006462143
1211	64-65	-0.07551610797184338
1211	66-67	-0.05484139462106441
1211	68-69	-0.09318192610112419
1211	70-71	-0.03858154370774258
1211	72-73	-0.08992311651557117
1211	74-75	-0.0360493184967936
1211	76-77	-0.07606783610508216
1211	78-79	0.013646606323071353
1211	80-81	0.03905471044502917
1211	82-83	-0.022580912573104683
1211	84-85	-0.007457871190347021
1211	86-87	0.026953855274143734
1211	88-89	0.16093783154504848
1211	90-91	0.10454491138904842
1211	92-93	0.07763791333272962
1211	94-95	0.12340881796423986
1211	96-97	0.1384077774152246
1211	98-99	0.39185300945768375
1211	100-101	0.20975901265094876
1212	1	-0.05993086440331652
1212	2	-0.11752963689381701
1212	3	-0.17026858316645388
1212	4	-0.12100044621600858
1212	5	-0.032049097751034594
1212	6	-0.11710183219607018
1212	7	-0.19302674917982188
1212	8	-0.15203835554657985
1212	9	-0.08093982545123168
1212	10-11	-0.0993331142618743
1212	12-13	-0.06715652520276194
1212	14-15	-0.04464844423666392
1212	16-17	0.004489259933770029
1212	18-19	-0.056547827214380675
1212	20-21	-0.13542580032066098
1212	22-23	-0.12723111956977817
1212	24-25	-0.07017087077700523
1212	26-27	-0.11624922520822167
1212	28-29	-0.1109027986382003
1212	30-31	-0.08890257834867299
1212	32-33	-0.08916282074532944
1212	34-35	-0.0994846801947844
1212	36-37	-0.079181536175021
1212	38-39	-0.07634362530932748
1212	40-41	-0.0607994305983226
1212	42-43	-0.038294815121673764
1212	44-45	-0.06432496825706124
1212	46-47	-0.0963865079582007
1212	48-49	-0.10808087042124015
1212	50-51	-0.07168793901986703
1212	52-53	-0.034831645041670356
1212	54-55	-0.08147007335922041
1212	56-57	-0.05470015340911516
1212	58-59	-0.08156668412348012
1212	60-61	-0.0571661885253647
1212	62-63	-0.07737196407130398
1212	64-65	-0.06424353743073397
1212	66-67	-0.04477854971934647
1212	68-69	-0.021073137664224362
1212	70-71	-0.03308889690940475
1212	72-73	-0.052719216017656834
1212	74-75	-0.06093642848835401
1212	76-77	-0.1578943578333707
1212	78-79	-0.02226603221365764
1212	80-81	0.04996058161947303
1212	82-83	-0.004089863915780256
1212	84-85	0.044274244646260286
1212	86-87	-0.0047320357503863875
1212	88-89	0.17476232458670182
1212	90-91	0.07993981789861238
1212	92-93	0.08978937008921406
1212	94-95	0.09040515403609817
1212	96-97	0.16925701297746087
1212	98-99	0.3475836211996963
1212	100-101	0.2521697688020126
1213	1	-0.02803706943718609
1213	2	-0.09314155684345948
1213	3	-0.13951812961525434
1213	4	-0.16076686035113852
1213	5	-0.03948424845042808
1213	6	-0.11571536897730539
1213	7	-0.17213485955303298
1213	8	-0.15278509111855954
1213	9	-0.09012755017356255
1213	10-11	-0.07405540692560209
1213	12-13	-0.0722794493974277
1213	14-15	-0.035982659538085215
1213	16-17	0.022345555218073798
1213	18-19	-0.04724395671512838
1213	20-21	-0.13644103323048284
1213	22-23	-0.07281277561389032
1213	24-25	-0.05710041790945297
1213	26-27	-0.09749836720900618
1213	28-29	-0.10273121456657464
1213	30-31	-0.07456958427965077
1213	32-33	-0.11325099793077698
1213	34-35	-0.08264274030079832
1213	36-37	-0.08202217337949236
1213	38-39	-0.05717987213376574
1213	40-41	-0.07006589744726455
1213	42-43	-0.07830440161279029
1213	44-45	-0.030592922704300918
1213	46-47	-0.06210034648371021
1213	48-49	-0.07616663974594218
1213	50-51	-0.08004338238275466
1213	52-53	-0.03125265897783436
1213	54-55	-0.06553521223465708
1213	56-57	-0.055515621780763524
1213	58-59	-0.05306969404172435
1213	60-61	-0.05866711776081246
1213	62-63	-0.07219436112589506
1213	64-65	-0.05500920746668925
1213	66-67	-0.07234942429848701
1213	68-69	-0.04272449321469196
1213	70-71	-0.038907091833586094
1213	72-73	-0.11713718474467072
1213	74-75	-0.05890271634111599
1213	76-77	-0.10949884063330728
1213	78-79	-0.01049426918564933
1213	80-81	0.012799119546755833
1213	82-83	-0.06706338280392288
1213	84-85	-0.03251122888480751
1213	86-87	0.025355495505991144
1213	88-89	0.12508979233356854
1213	90-91	0.03271147580670686
1213	92-93	0.08759876822607993
1213	94-95	0.05265399996169151
1213	96-97	0.1647457858084138
1213	98-99	0.3100014948534877
1213	100-101	0.21807380541959986
1214	1	-0.002710284288035325
1214	2	-0.09618523627415243
1214	3	-0.10693294247636942
1214	4	-0.07771951060543358
1214	5	-0.02471221228793752
1214	6	-0.0786388633195898
1214	7	-0.13341355859385118
1214	8	-0.16812776934254003
1214	9	-0.05105174653373723
1214	10-11	-0.07475191987911245
1214	12-13	-0.04600231445598979
1214	14-15	-0.030643026563062392
1214	16-17	0.013866850371137218
1214	18-19	-0.06505675394488009
1214	20-21	-0.13702344241721676
1214	22-23	-0.10054018124791497
1214	24-25	-0.07446608531910215
1214	26-27	-0.12300500741456943
1214	28-29	-0.11818622430335068
1214	30-31	-0.06745766369518691
1214	32-33	-0.10097736901617083
1214	34-35	-0.05830547548143983
1214	36-37	-0.07632295861515814
1214	38-39	-0.04746754843520051
1214	40-41	-0.11053669724613258
1214	42-43	-0.07025773666980939
1214	44-45	-0.023654942343448226
1214	46-47	-0.0414313686977934
1214	48-49	-0.07787421766338554
1214	50-51	-0.05356574518134494
1214	52-53	-0.022621368882077775
1214	54-55	-0.03247762546152444
1214	56-57	-0.05173842284713004
1214	58-59	-0.07675963179251255
1214	60-61	-0.09712005556924908
1214	62-63	-0.08189693529659081
1214	64-65	-0.04676284022405497
1214	66-67	-0.05136991487251663
1214	68-69	-0.06001512260527875
1214	70-71	-0.03724672880783686
1214	72-73	-0.04708294325138951
1214	74-75	-0.05180099427776952
1214	76-77	-0.06859933141153363
1214	78-79	-0.06202728114262612
1214	80-81	0.01022381910198078
1214	82-83	5.244604162868427E-4
1214	84-85	0.006311853357765074
1214	86-87	0.04393491414050743
1214	88-89	0.13697351749785724
1214	90-91	0.060004439339536475
1214	92-93	0.09957553598292179
1214	94-95	0.09570153279583593
1214	96-97	0.17530582302008213
1214	98-99	0.37144135150448676
1214	100-101	0.23921265750756504
1215	1	0.02026645543367067
1215	2	-0.04832679778864346
1215	3	-0.13302427204434508
1215	4	-0.15749810856150503
1215	5	0.008884197535465432
1215	6	-0.023888827363087728
1215	7	-0.10970656765364595
1215	8	-0.09676249685821148
1215	9	-0.09280862823424485
1215	10-11	-0.08809999408310176
1215	12-13	-0.07439118620914087
1215	14-15	-0.022595839168488396
1215	16-17	0.03749077358121866
1215	18-19	-0.03813588865659767
1215	20-21	-0.14695185000526578
1215	22-23	-0.08600154639085389
1215	24-25	-0.07495761461519379
1215	26-27	-0.12208675077955178
1215	28-29	-0.11315131401730127
1215	30-31	-0.06401365487536737
1215	32-33	-0.08694876119236028
1215	34-35	-0.06690308252760957
1215	36-37	-0.08455209495436833
1215	38-39	-0.05135952961243362
1215	40-41	-0.10014763366191914
1215	42-43	-0.09636028131102137
1215	44-45	-0.04006081192891031
1215	46-47	-0.0344012327271912
1215	48-49	-0.07834152240892678
1215	50-51	-0.06214217386649068
1215	52-53	-0.06610197777320792
1215	54-55	-0.08628103209356652
1215	56-57	-0.0722599212965136
1215	58-59	-0.0992370074812996
1215	60-61	-0.09260980315579559
1215	62-63	-0.07859265086833034
1215	64-65	-0.09033252604577058
1215	66-67	-0.06200320105369883
1215	68-69	-0.09997526912562194
1215	70-71	-0.06747947184270942
1215	72-73	-0.06454080233006465
1215	74-75	-0.0940556126328076
1215	76-77	-0.141059976330709
1215	78-79	-0.07047244940818587
1215	80-81	-0.008352893798054595
1215	82-83	-0.028741362585350316
1215	84-85	-0.020636873802118316
1215	86-87	-0.009160112757243155
1215	88-89	0.08286464857143727
1215	90-91	-0.01603474370949698
1215	92-93	0.05413025039656105
1215	94-95	0.0632208451337064
1215	96-97	0.14036243799767334
1215	98-99	0.3592209340156032
1215	100-101	0.23266579972572288
1216	1	0.03441853902984349
1216	2	-0.07437211119646037
1216	3	-0.12885967024383405
1216	4	-0.16976813132318114
1216	5	-0.0351834286518411
1216	6	-0.084790155503363
1216	7	-0.21986190257621274
1216	8	-0.11586789530100816
1216	9	-0.07840380130363656
1216	10-11	-0.09666940752799746
1216	12-13	-0.07506907146142794
1216	14-15	-0.03538426885312873
1216	16-17	-0.019787986863185836
1216	18-19	-0.02934488325131923
1216	20-21	-0.13216994551765993
1216	22-23	-0.12140194639714252
1216	24-25	-0.11063266651548531
1216	26-27	-0.1267667027477941
1216	28-29	-0.12384798204669067
1216	30-31	-0.0869693039359376
1216	32-33	-0.09837304726109863
1216	34-35	-0.06709243027419376
1216	36-37	-0.05631182119147837
1216	38-39	-0.04380996604641041
1216	40-41	-0.06901616140736877
1216	42-43	-0.07955785582975494
1216	44-45	-0.060280205743168835
1216	46-47	-0.060158841340282265
1216	48-49	-0.072153945014513
1216	50-51	-0.09025117725184373
1216	52-53	-0.02458562867994374
1216	54-55	-0.05266992693472616
1216	56-57	-0.08281074487587858
1216	58-59	-0.10612104840377157
1216	60-61	-0.05888118512580576
1216	62-63	-0.09849128067658341
1216	64-65	-0.04838991503812906
1216	66-67	-0.05505133024337994
1216	68-69	-0.04714506773905214
1216	70-71	-0.0036575123607960336
1216	72-73	-0.039028414133547074
1216	74-75	-0.0406806864636593
1216	76-77	-0.1466802300910075
1216	78-79	-0.05072282276565687
1216	80-81	0.03524927265515032
1216	82-83	-0.020751797539674044
1216	84-85	0.0081057274237466
1216	86-87	0.020006844114405453
1216	88-89	0.15043563555341422
1216	90-91	0.031195927578053784
1216	92-93	0.06584895506275501
1216	94-95	0.026582584159406508
1216	96-97	0.0253999645402061
1216	98-99	0.16611368300913654
1216	100-101	-0.02776685686688296
1217	1	0.02086044380353158
1217	2	-0.05035060310220274
1217	3	-0.08025508017314564
1217	4	-0.06524482812597654
1217	5	0.029136293964540982
