##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	10_2G_both_S8_L008_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	81477069
Total Bases	8.2 Gbp
Sequences flagged as poor quality	0
Sequence length	101
%GC	48
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1105	56-57	0.06374000217498832
1105	58-59	0.05267480835919969
1105	60-61	0.034555339118881534
1105	62-63	0.05579940666365246
1105	64-65	0.06622640371661959
1105	66-67	0.0523525237527096
1105	68-69	0.05349630899066682
1105	70-71	0.09551888058954461
1105	72-73	0.10628884347617173
1105	74-75	0.07870065215106337
1105	76-77	0.1921909268349964
1105	78-79	0.1583577050536462
1105	80-81	0.18611054381719327
1105	82-83	0.12673328942425854
1105	84-85	0.1315142405743117
1105	86-87	0.07227724516864953
1105	88-89	0.2440547069804495
1105	90-91	0.26544929265735107
1105	92-93	0.29287371422527997
1105	94-95	0.3816574627621918
1105	96-97	0.3109359461161034
1105	98-99	0.483478139142683
1105	100-101	0.3337273249436947
1106	1	-0.22602670672680247
1106	2	-0.09324022031028534
1106	3	0.0191182114515982
1106	4	0.01086197715521564
1106	5	0.19642745372333792
1106	6	0.1567209604497961
1106	7	0.07831596269833341
1106	8	0.09548660224181305
1106	9	0.007216116197277245
1106	10-11	0.07165358358728469
1106	12-13	0.08042718176664465
1106	14-15	0.0791384483457307
1106	16-17	0.11005840294462388
1106	18-19	0.10839404782359452
1106	20-21	0.11760092355252993
1106	22-23	0.11372514734186012
1106	24-25	0.0694084237608692
1106	26-27	0.0834441498519638
1106	28-29	0.08846332316092997
1106	30-31	0.12252490929861182
1106	32-33	0.09515585440781393
1106	34-35	0.041504026844087605
1106	36-37	0.06261736429939191
1106	38-39	0.09144043089676757
1106	40-41	0.056086331134878264
1106	42-43	0.06726345380383947
1106	44-45	0.1399163927368221
1106	46-47	0.11753674958815452
1106	48-49	0.08903155185031864
1106	50-51	0.05486442734381569
1106	52-53	0.12687005653837247
1106	54-55	0.08238370984235388
1106	56-57	0.07494010834731313
1106	58-59	0.0840297957810634
1106	60-61	0.10913237872998138
1106	62-63	0.15361808229111773
1106	64-65	0.11796243474772439
1106	66-67	0.10898128138487806
1106	68-69	0.1241758199089702
1106	70-71	0.1909945049291366
1106	72-73	0.19236244437839645
1106	74-75	0.16820736192025265
1106	76-77	0.108133321063967
1106	78-79	0.18599825246584345
1106	80-81	0.25401040340376113
1106	82-83	0.18608840420959893
1106	84-85	0.16803625736226735
1106	86-87	0.17517297664916498
1106	88-89	0.31237215035810806
1106	90-91	0.31028445651551806
1106	92-93	0.377997738520655
1106	94-95	0.4096763664505332
1106	96-97	0.34233854065704605
1106	98-99	0.5284699642430581
1106	100-101	0.4622667545060679
1107	1	-0.2908103389965646
1107	2	-0.05102353528593895
1107	3	-0.14630653975277141
1107	4	0.05029097037687791
1107	5	0.14829428769862574
1107	6	0.10183917017359079
1107	7	0.07736976743827739
1107	8	0.12431037518233978
1107	9	0.07039504693286602
1107	10-11	0.08238770387631433
1107	12-13	0.08664930016007588
1107	14-15	0.07820889286603716
1107	16-17	0.10341950584356852
1107	18-19	0.09139891908527176
1107	20-21	0.0947063433401425
1107	22-23	0.07754452001628209
1107	24-25	0.10786324962171534
1107	26-27	0.09609032952594987
1107	28-29	0.07612755431744489
1107	30-31	0.11029495494006625
1107	32-33	0.10360099622785413
1107	34-35	0.053613932754132065
1107	36-37	0.07968118118939316
1107	38-39	0.10363872640774474
1107	40-41	0.08415367128186801
1107	42-43	0.09304093787461198
1107	44-45	0.1510969323378717
1107	46-47	0.13139083249684802
1107	48-49	0.10593388521123615
1107	50-51	0.10199632445421258
1107	52-53	0.1450781519502371
1107	54-55	0.11088432438174323
1107	56-57	0.10947934624699229
1107	58-59	0.14241782546513804
1107	60-61	0.13269339499867527
1107	62-63	0.18100875088940427
1107	64-65	0.1447669185681022
1107	66-67	0.1660281060323925
1107	68-69	0.13985702528370325
1107	70-71	0.17522404954358706
1107	72-73	0.17895838552438192
1107	74-75	0.1953671984600902
1107	76-77	0.1760645875533413
1107	78-79	0.23385915895455867
1107	80-81	0.2556154762193614
1107	82-83	0.20606873362140732
1107	84-85	0.240832805735117
1107	86-87	0.2258251382286005
1107	88-89	0.3768634947122038
1107	90-91	0.3364869021484651
1107	92-93	0.41340260831558595
1107	94-95	0.4578794048897734
1107	96-97	0.39220425972939665
1107	98-99	0.5935412299242202
1107	100-101	0.4692995374019304
1108	1	-0.25798655173440466
1108	2	-0.0216741209351774
1108	3	0.04523900561702732
1108	4	0.0764661579860686
1108	5	0.13699502952794518
1108	6	0.04998383213317226
1108	7	0.1383497184556859
1108	8	0.07214333724176214
1108	9	0.07096240489292427
1108	10-11	0.09321938925710782
1108	12-13	0.10003061185459927
1108	14-15	0.06966051165669285
1108	16-17	0.12149461563546282
1108	18-19	0.07045348448732369
1108	20-21	0.09992871112198998
1108	22-23	0.11381850420549
1108	24-25	0.10590559417690315
1108	26-27	0.13359723348678898
1108	28-29	0.09630396185988843
1108	30-31	0.10248595766665147
1108	32-33	0.10028648627767467
1108	34-35	0.0893054864708418
1108	36-37	0.09982365964603446
1108	38-39	0.08901559917621427
1108	40-41	0.09590672729316196
1108	42-43	0.08178950138282204
1108	44-45	0.1329943711005086
1108	46-47	0.1093563819629253
1108	48-49	0.07569193287462639
1108	50-51	0.07679338798310198
1108	52-53	0.11293593275416214
1108	54-55	0.10850661693266517
1108	56-57	0.06329101305264118
1108	58-59	0.09699781051777734
1108	60-61	0.09713924792949058
1108	62-63	0.15955278958135466
1108	64-65	0.13839893674573744
1108	66-67	0.12659376654024612
1108	68-69	0.14022653534111384
1108	70-71	0.16984259187575645
1108	72-73	0.17305570127106762
1108	74-75	0.1814450785530326
1108	76-77	0.31162526405112345
1108	78-79	0.2599082355977842
1108	80-81	0.24555946664457906
1108	82-83	0.22282300817992962
1108	84-85	0.257995654259517
1108	86-87	0.20171391814587025
1108	88-89	0.34893532031412633
1108	90-91	0.35315855012955666
1108	92-93	0.4120134361234733
1108	94-95	0.43600079511221423
1108	96-97	0.39308326242733216
1108	98-99	0.5633626585994378
1108	100-101	0.45281454857464354
1109	1	-0.28459141146110056
1109	2	0.004202844270878359
1109	3	0.061452244605561646
1109	4	0.09520067235990126
1109	5	0.1820753768729375
1109	6	0.10679154986094375
1109	7	0.10999355492788254
1109	8	0.033906348985446755
1109	9	0.08307245854657452
1109	10-11	0.07114734165214287
1109	12-13	0.0827445272625269
1109	14-15	0.05476479464875439
1109	16-17	0.10318211776789354
1109	18-19	0.0872314855535663
1109	20-21	0.07864483204245687
1109	22-23	0.08646827828756187
1109	24-25	0.0810725203101299
1109	26-27	0.08420361792206421
1109	28-29	0.06708646253546391
1109	30-31	0.10518091903531257
1109	32-33	0.07849409568449772
1109	34-35	0.06119439303337515
1109	36-37	0.08745089561134733
1109	38-39	0.1046311871762029
1109	40-41	0.10582858690823116
1109	42-43	0.10128615409812625
1109	44-45	0.11393598138030825
1109	46-47	0.1421452335015232
1109	48-49	0.11222474802388405
1109	50-51	0.09872073885386357
1109	52-53	0.15011982367085608
1109	54-55	0.12472985840511086
1109	56-57	0.15323370015708093
1109	58-59	0.14328365518467479
1109	60-61	0.12907129767857128
1109	62-63	0.20147225566972082
1109	64-65	0.15700496979626877
1109	66-67	0.14207282083023642
1109	68-69	0.15257599907933184
1109	70-71	0.1986933485222977
1109	72-73	0.14218439954353101
1109	74-75	0.1475229860245051
1109	76-77	0.1075823285157469
1109	78-79	0.20084731328005034
1109	80-81	0.25974818221882856
1109	82-83	0.21976724659337776
1109	84-85	0.2583076676835887
1109	86-87	0.24516376001006535
1109	88-89	0.3467590122610531
1109	90-91	0.32786925118696786
1109	92-93	0.4012769171349433
1109	94-95	0.4656987217799511
1109	96-97	0.35557625606464427
1109	98-99	0.570745234220368
1109	100-101	0.4678654611600095
1110	1	-0.22076276173541842
1110	2	-0.0015546508892541056
1110	3	-0.10267295397697751
1110	4	0.016415603248859156
1110	5	0.09434536323944087
1110	6	0.09392147264657069
1110	7	0.049318580463442174
1110	8	-0.053223177405072875
1110	9	0.04320119901339581
1110	10-11	0.06278997346196746
1110	12-13	0.0723812283265346
1110	14-15	0.055677599131129796
1110	16-17	0.09638765759586221
1110	18-19	0.05602889408272205
1110	20-21	0.03543143163575735
1110	22-23	0.07258745450910453
1110	24-25	0.0604179901174291
1110	26-27	0.07551017859122311
1110	28-29	0.04383531995914325
1110	30-31	0.08975060145036196
1110	32-33	0.07889397438997747
1110	34-35	0.04215697477943792
1110	36-37	0.08131029571593018
1110	38-39	0.057361577497154315
1110	40-41	0.08216511913698099
1110	42-43	0.0776916712099549
1110	44-45	0.09686347319816946
1110	46-47	0.05797594834230324
1110	48-49	0.0768370893348731
1110	50-51	0.026395075429675785
1110	52-53	0.1279599513634082
1110	54-55	0.1111605053204201
1110	56-57	0.11361324393444505
1110	58-59	0.10872240216652074
1110	60-61	0.09672558873364778
1110	62-63	0.13258586086212176
1110	64-65	0.12525487167122407
1110	66-67	0.11250498325563996
1110	68-69	0.09397515624376496
1110	70-71	0.1493450182519993
1110	72-73	0.1432542342806613
1110	74-75	0.11119015046789116
1110	76-77	0.20870778433445736
1110	78-79	0.19041753546736828
1110	80-81	0.1593242625428104
1110	82-83	0.0916177907815694
1110	84-85	0.1959169639195082
1110	86-87	0.18889764143767707
1110	88-89	0.3115619631734461
1110	90-91	0.2974806793968483
1110	92-93	0.3709079112696472
1110	94-95	0.4005535024968765
1110	96-97	0.3671162874091962
1110	98-99	0.5902606751260464
1110	100-101	0.4353044257056027
1111	1	-0.21844357184563634
1111	2	0.011522533201627994
1111	3	-0.0523465371817764
1111	4	0.025989266651556875
1111	5	0.10463686785924864
1111	6	0.0705544146958701
1111	7	0.08276389939489803
1111	8	0.06291857681533486
1111	9	0.05582886513219876
1111	10-11	0.06202934523498271
1111	12-13	0.049213345229404126
1111	14-15	0.046795512753341484
1111	16-17	0.10484017598684403
1111	18-19	0.03538549156663606
1111	20-21	0.016587895730737046
1111	22-23	0.0432307158434071
1111	24-25	0.03489436336596441
1111	26-27	0.05601585310579793
1111	28-29	0.055073206123459784
1111	30-31	0.08362415300053527
1111	32-33	0.036237575622678264
1111	34-35	0.047688963770191606
1111	36-37	0.06357454624686198
1111	38-39	0.0652113970563235
1111	40-41	0.06563935527392317
1111	42-43	0.06155077238035034
1111	44-45	0.10851222947555073
1111	46-47	0.06955374962281269
1111	48-49	0.06858486888474857
1111	50-51	0.07136753930586792
1111	52-53	0.09434527627757205
1111	54-55	0.09258224467335197
1111	56-57	0.10249100729607363
1111	58-59	0.0758477129366355
1111	60-61	0.061394457528351154
1111	62-63	0.11909241450903352
1111	64-65	0.09231314268727431
1111	66-67	0.07729151621665409
1111	68-69	0.10321099968885505
1111	70-71	0.15560124761882577
1111	72-73	0.1424140047478275
1111	74-75	0.16919074953727886
1111	76-77	0.17462437810392117
1111	78-79	0.16595380312718788
1111	80-81	0.22904864659406599
1111	82-83	0.18882429370070497
1111	84-85	0.218430244260027
